,Status,Sentence
1730,sad,সাজার মেয়াদ শেষ করে আবার স্ব স্ব স্থানে ফিরে এলে এই এক বছরেরটা সুদে আসলে তুলে নিবে।
1731,happy,"স্যার, আপনাকে অন্তরের অন্তরস্থল থেকে ভালোবাসা দিলাম,,এর থেকে বেশি দেয়ার ক্ষমতা আমার নেই"
1732,happy,"কে বলছে এটা অশুভ সংবাদ?এটাইত সবচাইতে শুভসংবাদ।বছরের প্রথমদিন উনি নিষ্টার সাথে দায়ীত্ব পালন করেছেন,আশা করি উনার দেখান পথে বাকিরাও অনুপ্রাণিত হবে"
1733,happy,"ধন্যবাদ মফিজুল ইসলাম ভাইকে,আপনার দেখানো পথে হয়ত বিমানের আরো কর্মীরা আনুপ্রেরণা পাবে."
1734,happy,"#শুভ নববর্ষের পরবর্তী অশুভ সংবাদটি পড়ে ভালই মজাই লাগল,শ্রদ্বেয় ম্যাজিস্ট্রেট হলেন একালের সৈয়দ মুজতবা আলী,এত রস দিয়ে একজন ম্যাজিসট্রেট কিভাবে লিখে,আমরা তো ম্যাজিস্ট্রেট বলতে অনেকটা রোবট কল্পনা করি। এফবি'তে আসলে,এই পেইজে না এলে হয়?? magistrates,all airports bangladesh পেইজের সাথে জড়িত সবাইকে আন্তরিক ধন্যবাদ। বিষ্ময়কর একটা পেইজ।"
1735,sad,"স্যার আমি বলি কি এই তিন জন কে একবার সুজুক দিন, তারা যেন আর খারাপ কাজ না করে,"
1736,sad,"আল্লাহ মালুম, কত চোর যে এই বিমানবন্দরে আছে......এক বিমান ছাড়া তো দেখি সবই চুরি করে এরা ।"
1737,happy,টিভি স্ক্রলে জাস্ট নিউজটা দেখছিলাম... Well done indeed.
1738,happy,খুব ভালো করেছেন...... চলো বাংলাদেশ......
1739,disgust,মাত্র? চাকরি বাতিলের পদক্ষেপ না নিলে ওরা শুধরাবে না।
1740,sad,"এতো চোর আমাদের দেশে, একদিন বিমানের মতো দেশ টাও শেষ হয়ে যাবে!"
1741,happy,সাবাস এখানে তো LED TV দেখা যাচেছ
1742,happy,চোরে সয়লাব।
1743,happy,উত্তম বিচার ।
1744,surprise,জামিন পাবে না তো?
1745,happy,অসাধারণ
1746,surprise,আহারে ছবির আলমারিটা গেল কোই :O নাকি সেটাও কেঊ মেরে দিছে :-/
1747,surprise,অাপনা‌দের দুই রু‌মে দুই ভিন্ন প্রজা‌তির টি‌ভি কেন?
1748,surprise,চেস্টায় আছে বিমান বন্দরটা বেচা যায় কি করে।
1749,disgust,6000 taka মামলা!
1750,angry,সব চোরদের ধরা হোক
1751,sad,এতো অভাব কেন ওদের মনে ? ছি ছি btw ইউসুফ সাহেব কেমন আছেন ? :D :)
1752,happy,যে দিন শুনবো বিমান কে গ্রাউন্ডের কাজ থেকে বাদ দেয়া হইছে সেটা হবে সুখবর
1753,happy,টিভি বদলাইয়া গেছে।
1754,happy,ঘড়িতে তখন ১১টা ৮২ মিনিট।
1755,angry,এই চোর গু‌লোর বাড়ী কোথায়? এদের কে তিন বার ক‌রে ফা‌সি‌তে ঝুলা‌নো উচিত!
1756,sad,এক বছর কম হয়ে গেলো
1757,happy,স্যলুট দুলাল মামা। গর্ববোধ করছি। :)
1758,disgust,"এক চামচ করে মবিল খাওয়া দেন,আর করবে না এই কাজ। :p"
1759,happy,সাবাশ!
1760,fear,জেল খাটার পর কি এরা আবার চাকরিতে ফিরে?
1761,disgust,তাদের কে যথাযথ শাসিথ দিয়ে চাকরি থেকে বরখাস্ত করা উচিত।
1762,surprise,ব্যাকগ্রাউন্ড চেঞ্জ ক্যান? :/
1763,happy,"অবশেষে নতুন ঘড়ি, সাথে নতুন টিভি......"
1764,surprise,এ ত হল বিমানের কথা রেলের তেল বিক্রয় করে অনেক কম`চারি কোটিপতি হয়েছে।
1765,happy,ধন্যবাদ নয় বিনম্র শ্রধ্বা
1766,sad,শাস্তি অনেক কম হয়ে গেল আরও বেশি হওয়া উচিত ছিল
1767,surprise,"ঠক বাচঁতে ,কম্বল উজাড় হবে নাতো ???"
1768,happy,টিভিটার উন্নতি হয়েছে মনে হচ্ছে
1769,happy,শুভ...শুভ.....
1770,happy,সুপার বস @
1771,happy,ধন্যবাদ স্যার
1772,fear,এক বছর পর কি এই ৩ জন আবারো চাকুরিতে যোগদান করবে?
1773,happy,খুব ভাল কাজ হয়েছে ভাইয়া ফ্লাই ডুবাই কে জরিমানা করার জন্য
1774,happy,"ধন্যবাদ Boss,"
1775,disgust,তেল চুরির ঘটনাটি কবে পোষ্ট করবেন?
1776,sad,"ম্যাজিস্ট্রেট মহোদয়ের দৃষ্টি আকর্ষণ করছি.... আমার বাবা সৌদি আরবে চাকুরী করতেন! উনি অসুস্থ থাকায় একেবারে দেশে আসার জন্য ওইখানের মালিকের সাথে সব মিটিয়ে অই দেশের সকল আনুষ্ঠানিকতা পালন করে ভিসা বাতিল করে। তারপর লোকাল বিমানের টিকেট কাটেন! তারপর দুবাই যখন বিরতি দেয় সে সেখানেই অসুস্থ হয়ে পড়েন। আর তাকে আল-কুয়েত হাসপাতাল, শারজাহ তে প্রেরণ করা হয়। ১৬ দিন তিনি আই.সি.ইউ তে ছিলো! অতঃপর আমার বাবা সেখানেই মৃত্যুবরণ করেন। কিন্তু আসল কথা হল আমার বাবার সাথে যেই মাল ছিলো সেটা খোলা পেয়েছি। আর তাতে অনেকগুলো মাল হারানো গিয়েছিলো... যেমনঃ মোবাইল, স্বরনের জিনিস ইত্যাদি! এমনকি আমার বাবার সাথে আনা ৩০, ০০০ টাকাও পাওয়া যায়নি... ম্যাজিস্ট্রেট মহোদয়ের কাছে আবেদন এই বিষয়ে একটু হস্তক্ষেপ প্রদান করে আমাদের বাধিত করবেন..."
1777,happy,ভাইজান এভাবেই বাঁশ দিয়া যান। এক সময় সব বাটপার ভালো হয়ে যাবে। আপনাদের post না দেখালে আমার রাতে ঘুম আসে না। ভালোবাসি বাংলাদেশ ভালোবাসি airport magistrate
1778,happy,"Badal Ahmed, এতোটা কঠোর হলেতো আংশিক পঁচা আমগুলোও ডাষ্টবিনে যাবে। তখনতো ঝুড়িতে ২/৪ টার বেশী আম থাকবে না। তাতে সেবার ক্ষেত্রে শুন্যতা সৃষ্টি হতে পারে। যেহেতু ম্যাজিষ্ট্রেট মহোদয় আমাদের চাইতে ভালো বোঝেন তাই তিনি সবদিক বিবেচনাতে সঠিক সিদ্ধান্ত নিয়েছেন বলেই আমি মনে করি।"
1779,sad,আপনার সাথে সহমত নই।
1780,happy,"Badal Ahmed, যে/যারা জরিমানার শিকার হলো, তাদের নিকট হতে ম্যাজিষ্ট্রেট মহোদয় তথ্য সংগ্রহ করার পর সহজেই বুঝতে পেরেছেন যে, তারা হলো হুকুমের গোলাম। তারা যদি কোম্পানীর হুকুম না মানতো তবে তাদের চাকুরী থাকতো না বা হতো না। সুতরাং তাদেরকে বাধ্যতামূলক জেল দিয়ে তাদের দুর্দশা না বাড়ানোটাই ম্যাজিষ্ট্রেট মহোদয় যুক্তিসংগ্ত মনে করেছেন। আবার একইসাথে ম্যাজিষ্ট্রেট মহোদয় বোঝেন যে, হুঙ্কার দিলে যদি কাজ হযে যায় তবে হামলা চালানোর দরকার নেই।"
1781,sad,অপরাধের শাস্তির মাত্রার একটা মাপকাঠি থাকে। এটা সবার ক্ষেত্রে সমান না থাকলে কারু ক্ষেত্রে অবিচার হয়ে যায়। আমি নিজে দীর্ঘদিন জেলের বিরোধী। তারপরেও দেখছি সামান্য কারনে কাউকে দুই বছরের জেল দেয়া হচ্ছে আর কাউকে কোন জেল ই দেয়া হচ্ছে না। এটার একটা স্ট্যান্ডার্ড থাকা উচিত। সব নাগরিকের অধিকার সমান।
1782,angry,কালপ্রিটের প্রতি এত দরদ থাকলে বিচার চেয়ে তামাশা করবেন না।
1783,disgust,এই প্রতারকদের ও তিন মাস করে কারাদণ্ড দেয়া উচিত ছিল বলে মনে করছি। কেবল আর্থিক জরিমানা করলে সেটা কালই আরেক প্যাসেঞ্জার কে হয়রানী করে পুষিয়ে নেবে।
1784,happy,"Great job sir. আপনাদের মত লোক আছে বলেই বাংলাদেশে আসার সাহস পাই। ১৩/১৪ বছর হলো বেলজিয়াম আছি কিন্তু আমার দেশের airport এই আমাদের যে হয়রানি করা হইছে তা ভাষায় প্রকাশ করার মত না। আর কথাও এইরকম দেখি নাই। নিজের দেশেই এই অত্যাচার করা হয়। গাধার মত কাজ করে দেশে dollar r euro পাঠায় প্রবাসীরা,কই ফুল দিয়ে বরন করব, তা ত নাইই উল্টা কি আনছেন দেখান। এই রকম ফকিন্নি আর কোথাও দেখি নাই। আপনাদের ধন্যবাদ আপনাদের কাজের জন্য।"
1785,surprise,@mahabuba aktar উনারা হয়তো সাহায্য কোরতে পারবেন কিন্তু আপনি তারিক ফ্লাইট এর নাম নাম্বার তো দেন নাই তাহোলে কি ভাবে সম্ভব।
1786,sad,"ম্যাজিস্ট্রেট মহোদয়ের দৃষ্টি আকর্ষণ করছি.... আমার বাবা সৌদি আরবে চাকুরী করতেন! উনি অসুস্থ থাকায় একেবারে দেশে আসার জন্য ওইখানের মালিকের সাথে সব মিটিয়ে অই দেশের সকল আনুষ্ঠানিকতা পালন করে ভিসা বাতিল করে। তারপর লোকাল বিমানের টিকেট কাটেন! তারপর দুবাই যখন বিরতি দেয় সে সেখানেই অসুস্থ হয়ে পড়েন। আর তাকে আল-কুয়েত হাসপাতাল, শারজাহ তে প্রেরণ করা হয়। ১৬ দিন তিনি আই.সি.ইউ তে ছিলো! অতঃপর আমার বাবা সেখানেই মৃত্যুবরণ করেন। কিন্তু আসল কথা হল আমার বাবার সাথে যেই মাল ছিলো সেটা খোলা পেয়েছি। আর তাতে অনেকগুলো মাল হারানো গিয়েছিলো... যেমনঃ মোবাইল, স্বরনের জিনিস ইত্যাদি! এমনকি আমার বাবার সাথে আনা ৩০, ০০০ টাকাও পাওয়া যায়নি... ম্যাজিস্ট্রেট মহোদয়ের কাছে আবেদন এই বিষয়ে একটু হস্তক্ষেপ প্রদান করে আমাদের বাধিত করবেন..."
1787,happy,"দেশটা মনে হয় এখনও পুরো হতাশ করে না । এখনো কেউ আছে অন্যায় এর দুরন্ত চাকা টেনে ধরতে পারে; এমন মানুষের জন্মদাত্রী মা এর জন্য শ্রদ্ধা, বাবার জন্য শ্রদ্ধা । দোয়া করি সঠিক মানুষ সারা জীবন ঠিক নির্দেশনায় থাকুক ।"
1788,happy,"মাননীয় ম্যাজিষ্ট্রেট মহোদয়কে সঠিক ও ন্যায় বিচার করার জন্য অভিনন্দন জানাই। এয়ারলাইন্সগুলু এদেশের নিরীহ যাত্রীদের সাথে অনেক খারাপ আচরণ ও প্রতারণা করেছে, এবার উচিৎ শিক্ষা হল। আশা করি অন্যরাও সতর্ক হয়ে যাবে।"
1789,happy,"কমপক্ষে বিমানবন্দর থেকে একজন মাহাতির মোহাম্মাদ উঠে আসুক, এইভাবে সব সেক্টররে একদিন মাহাতির জন্ম নিবে ইনশাল্লাহ"
1790,happy,"খবরটা পড়ে চোখ দিয়ে অশ্রু গড়িয়ে পড়লো, আমাদের এই আনন্দঅশ্রু হোক আপনাদের জন্য শক্তি। মনের ভেতর আজন্ম লালন করা ভয়টা কেটে যাচ্ছে, মনে হচ্ছে রুখে দাড়াতে পারবো একদিন আমিও।"
1791,happy,"জনাব ইউসুফ ম্যাজিস্ট্রেট সাহেব আইএনএস-এর ব্যাখ্যাটা জানার আগ্রহ বোধ করছি।দয়া করে জানালে খুশি হবো।আমিও অনেক গর্বোবোধ করি আপনাদের কর্মগুনে।তাইতো গত পরশু আমার এক দেশী শ্রদ্ধাভাজন বড়ভাইকে আপনাদের fbআইডি দিয়ে বলেছি যে,দেশের অন্তত একটা সেক্টরে সততা ও নিষ্টার সাথে কাজ করে যাচ্ছেন বাংলার কিছু দামাল সৈনিকেরা।অন্যদের মত আমিও প্রতিদিন fb-এ খঁুজে বেড়াই আপনাদের চমকপূর্ণ খবরের আশায়,ধন্যবাদ।"
1792,happy,"আল্লাহ!!!!!! ভাই আপনার/আপনাদের জন্য অন্তরের গভীর থেকে শুধু দোয়াই বের হচ্ছে! আপনারা যার সন্তান, তারা না জানি আরো কত ভাল! মাশাল্লাহ।"
1793,happy,"আমাদের বুকটা আনন্দে ভরে ওঠে , মনের কনে উঁকি দিয়ে যায়, দেশে কি হলে সেই ছেলে যে কাজে বড় হবে ...."
1794,happy,"আমি মনে করি শাহজালাল ইয়ারপোট বিমান বন্দর জারা চুরি এবং পতারনা হয়রানী করে এবং অপরাধ মৃলক কাজ করে,, তাদের জন্য রেড এলাউ দেওয়া উচিত এই দরনের অপরাদের সাথে জডিত কেউ হলে ৫বছর জেল।ধন্যবাদ আমড পুলিশ"
1795,happy,ভাই চালিয়ে যান ধন্যবাদ দিয়ে আপনার কাছে ঋনমুক্ত হতে চাইনা।তবে খবরটা পড়ে কেন যেন আমার দু চোখে পানি এসে গেল।
1796,happy,এই ধরনের ৩য় শ্রেনীর এয়ারলাইন্স গুলোকে আরো কঠিন সাজা দেয়া উচিত । এরা প্রথম থেকেই এদেশের সরল সহজ মানুষ কে ইচ্ছে মতো হয়রানি করে আসছে। ম্যাজিস্ট্রেট সাহেবকে অনেক ধন্যবাদ।
1797,happy,"এই রকম যদি আগে থেকে হতো তাহলে, এয়ারলাইনস গুলোর স্টাফরা অনেক সোজা হয়ে যেতো,এরসাথে আমাদের এদেশীয় অনেক দালালরা জড়িত তাদের ও সাজা হওয়া উচিৎ।"
1798,surprise,Seoul সাহেব এটা কি বললেন?
1799,disgust,"আসনসংখ্যার অতিরিক্ত টিকেট বিক্রি করে, মুড়ির টিন মার্কা এয়ারলাইন্স নাকি এরা?"
1800,happy,"জরিমানা ও শাস্তির পরিমান টা বাড়িয়ে দিলে আরও ভাল হত ,,না হয় এই ধরনের অপকর্ম করার সাহস পেত না ,,ধন্যবাদ magistrates ,all airport of Bangladesh"
1801,happy,"খবরটা পড়ে চোখ দিয়ে অশ্রু গড়িয়ে পড়লো, আমাদের এই আনন্দাশ্রু হোক আপনাদের জন্য শক্তি। মনের ভেতর আজন্ম লালন করা ভয়টা কেটে যাচ্ছে, মনে হচ্ছে রুখে দাঁড়াতে পারবো একদিন আমিও।"
1802,angry,বাংলা দেশেই শুধু হয়রানি করা হয় কি এনেছ কেন এনেছ নিতে পারবা না টাকা লাগবে আর কোন যায়গায় তো কিছু বলে না এসব বাটপারের দল পরলে সায়েসতা কর
1803,angry,ইতিহাদ এয়ারলাইনে কি অভার বোকিং হয়...? তাদের বেলায় কি এই রকম পরিস্থিতিতে কি নিয়ম আছে....?
1804,happy,"এই রকম একটি দেশের জন্যে বঙ্গবন্ধুর ডাকে যুদ্ধ করে দেশ স্বাধীন করেছি। সেই দেশপ্রেমিক ম্যাজিষ্টেট কে আমি মুক্তিযোদ্ধা স্যালুট জানাই। আল্লাহ তাকে দীর্ঘ জীবন ও সুস্থতা দান করুন, আমিন।"
1805,happy,"আমাদের দেশে এ রকম মহান বেক্তিত্তের আর ও প্রশ্বাসক দরকার,সালাম আপনার মহত কাজকে,প্রতারক দের কোন শরত ছাড়া জেল খায়ালে সারা জীবন ম্নে রাখবে"
1806,happy,"আনেক ভাল লাগলো আমাদের দেশের এসব ইতিবাচক দিক দেখে, আপনাদের জন্য রইলো শুভ কামনা,এভাবে একদিন বদলে যাবে বাংলাদেশ।"
1807,happy,সংবাদ টা সবাই বেশি বেশি করে শেয়ার করুন যাতে সব যাএি রা দেখতে পায় এবং তাদের পাওনা বুযে নিতে পারে।
1808,sad,"ফ্লাই দুবাইয় থেকে আমার ছোট ভাইয়ের জরিমানা পাব তাকে দুবার ফিরিয়ে দিয়েছিল, এই বিমান বন্ধ করা উচিত"
1809,happy,জনাব ইউসুফ এর মত কেউ অসহায় মানুষদের পাশে থাকলে দেশের অবস্থার উন্নতি হতে ১ বছর ও লাগবে না......!!!!...
1810,sad,"এগুলো মানুষের চাইতেও অধম, বিদেশী এয়ারলাইন্স গুলোর যদি এই অবস্তা হয় বিমানের তো আরও খারাপ, ওদের ব্যবহার এতো খারাপ ওদের মুখ দেখলেই মনটা বিষাদে ভরে যায় ওরা যেন নিজেদের মানুষ আর আমরা যেন কোথাকার এলিয়েন, ওদের উপরেও নজর দিন জনাব।"
1811,disgust,কিছুই হবেনা যদি রক্ষক ভক্ষক হওয়া থেকে বিরত না থাকে কারন এটা আমার সোনার বাংলা এখন দূর্নীতির বাংলা হয়ে গেছে
1812,happy,"অসাধারন,যে আলো শাহ্জালাল এ জল্ছে তা ছরিয়ে জাক সমগ্র বাংলাদেশে।নতুন বছরের এই প্রত্তাশা ঃ)"
1813,happy,"চালিয়ে যান এই মহৎ কাজ। এই অমানুষ রা মানুষ হতে বাধ্য। যারা মাথার ঘাম পায়ে ফেলে এই দেশ এ রেমিটেন্স পাঠায়, আপনারাই তাদের আশার আলো।"
1814,sad,অপরিশোধিত ডিবিসি ভাউচারের অর্থমূল্য ৩-৯ কোটি টাকা সিস্টেম থেকে ঐসব প্যাসেঞ্জারের তথ্য নিয়ে তাদের যথাসম্ভব পরিশোধের কিংবা ডিবিসি ভাউচার দেয়ার অনুরোধ করা হয়.......অনুরোধ কেন? সুদ সহ আসল সব প্যাসেঞ্জারকে বুঝিয়ে দিতে বল্লে প্যারাটা বুঝত। ঈশ্বর সর্বদা আপনাদের সংগে থাকুন।
1815,happy,"ভাই আমি ফ্লাই দুবাইর পেসেঞ্জার আমার আমি জানতে চাই রিডান টিকেট, আমি খি আমার তারিক মতো চলে আসবো না তার আগে ট্রাভেল এজেন্সির সাতে জুগাজুগ করবো আমাকে জানালে খুসি হতাম"
1816,happy,জরিমানা করাতে আমরা খুবই খুশী। এটা যেন সবসময় বজায় থাকে। কাউকে একবিন্দু যেন ছাড় দেয়া না হয় !
1817,happy,"এমন করে এয়ার পোর্টে সব সময় ম্যাজিস্ট্রেট থাকা উচিৎ,যারা নিজেদের আদমখোর ভাবে তাদের শাস্তি পাওয়া উচিৎ।"
1818,happy,ধন্যবাদ ম্যাজিষ্ট্রেটকে। আপনার মত স্ব-উদ্যোগী পদক্ষেপ সবাই নিলে দেশটা আরও এগিয়ে যেত।
1819,happy,"আপনাদের দিয়েই প্রবাসীরা স্বপ্ন দেখে। আলহামদুলিল্লাহ, একটু হলেও স্বস্থির নিঃশ্বাশ।"
1820,sad,"এরা তো মাফিয়া চক্রের চেয়ে কম নয়! এদের উপরে বস কেউ আছে, যার ছায়ায় এরা এত বেপরোয়া। আপনার কাজেও বাধা আসতে পারে।কিন্তু,সাধারণ মানুষের সমর্থন সবসময় আপনার সাথেই থাকবে। অসাধারণ কর্তব্যবোধ ও সাহসিকতার জন্য সেলুট! এগিয়ে যান!"
1821,happy,স্যার ধন্যবাদ দিয়ে আপনাকে ছোট করা উচিৎ হবেনা।just স্যালুট স্যার।আপনার কাজ দেখে আপসোস করি সবাই যদি আপনার মত কাজ করত!!! ইনশাআল্লাহ একদিন সবাই বদলাবে।#magistrates_all_airports
1822,happy,এয়ারপোর্ট এ যত চোর আর প্রতারক আছে আমার মনে হয় কাশিমপুর কারাগারে ও নেই। ধন্যবাদ ম্যাজিস্ট্রেট মহোদয় :)
1823,happy,"আপনার কর্ম স্প্রিটই বলে দিচ্ছে আপনার দেশ ভক্তি। বাংলার ঘরে ঘরে আপনাদের মতো সন্তান বেড়ে উঠুক। এয়ারপোর্টের কনকর্স হলগুলি খুলে যাত্রী সেবা নিশ্চিৎ করায় আপনাকে অনেক অনেক ধন্যবাদ। অনেক অনেক শুভকামনা রইলো। ভালো থাকুন, সুস্থ থাকুন, আল্লাহ আপনাদের দীর্ঘজীবী করুন। আমিন.........."
1824,happy,"কী আর বলব? কিছুই বলার নাই। শুধু আপনাদের মত কয়টা মানুষের মাঝে ""দেশপ্রেম"" নামক আজব চিরিয়াটা আছে বিধায় দেশটা এগিয়ে যাচ্ছে। জয় বাঙলা।"
1825,happy,রোকনউদৌলা স্যারের মত বাংলার বুকে অমর হয়ে থাকবে ইউসুফ স্যার। এত মানুষের দোঅা অাল্লাহ কবুল করছেন অবশ্যই অাপনার জন্যে জান্নাতের দরজা খুলে গেছে অামি মনে করি ~ অামিন♥♥♥
1826,happy,:) আপনাকে নিয়ে কেউ যদি কোনদিন নোংরা রাজনীতি করতে চায় তবে কসম খোদার সেই নোংরা রাজনীতির বিরুদ্ধে আমি সর্বপ্রথম আপনার পাশে থেকেই প্রতিবাদ করব।।
1827,sad,"AIR ARABIAR একটু খবর রাখেন, শারজা থেকে ঢাকা অথবা চ্ট্টগ্রামের যাত্রীদের কাছ থেকে ১ কেজির বেশী হ্যান্ড ব্যাগ হলে ২০০০ টাকার উপরে নেয়।"
1828,happy,ম্যাজিস্ট্রেট ইউসুফ সাহেবের অনেক প্রশংসা শুনেছি। উঁনার জন্য বহু লোকের উপকার হচেছ। আল্লাহ্ তাঁর মঙ্গল করুন।
1829,happy,"ভাউ, চট্টগ্রাম এ কখনও আসলে আমার বাসায় থাকবেন, খাবেন, ঘুরবেন.... এরকম একটা ভাই পেলে আমার বুক সব সময় গরবে ভরে উঠবে!!! প্রাউড অফ উ ভাই!!!"
1830,happy,"বেশ বড় লেখা, তবে পুরোটা পড়লাম। যথার্থ শাস্তিই হয়েছে প্রায়। তবে জরিমানার টাকা পুর্ববর্তি ভুক্তভোগীদের দিলে ভালো হতো।"
1831,happy,"ভাই আবেগে আমার গাঁয়ের পশম দাঁড়াইয়ে গেছে।মনে হইলো গরিবের বন্ধু রবিনহুড আসছে। ""এয়ারপোর্টের রবিনহুড"" নামে আমি আপনাদের ডাকতে পারি?"
1832,happy,"প্রশাসন ক্যাডার এভাবেই কাজ করছে। অভিনন্দন স্যার, সার্ভিসের মুখ উজ্জ্বল করার জন্য।"
1833,happy,"Magistrates, All Airports of Bangladesh এর মত যদি আমাদের প্রত্যেকটি সেক্টরে জনগণ এভাবে সেবা পেত, তাহলে মধ্যপ্রাচ্য কিংবা ইউরোপে যাবার জন্য ফ্লাইদুবাইর মত ৩ নাম্বার আকাশ বাসে উঠার প্রয়ো্জন হত না। গত তিন-চার দিনে Magistrates, All Airports of Bangladesh কর্তৃপক্ষ যেভাবে ভূক্তভোগি যাত্রীদের সেবায় এগিয়ে এসেছেন, এবং দোষী ব্যক্তি এবং প্রতিষ্ঠানকে শাস্তির আওতায় আনতে পেরেছেন, এজন্য Magistrates, All Airports of Bangladesh কর্তৃপক্ষকে অনেক অনেক ধন্যবাদ।আমাদের শাহজালাল আর্ন্তজাতিক এয়ারপোর্টের সেবার মান নিয়ে বিদেশগামী এবং স্বদেশে আসা যাত্রীদের চরম অসন্তোষ ছিল। আশা করি এখন থেকে অনাকাংখিত সকল পরিস্থিতেই Magistrates, All Airports of Bangladesh কে পাশে পাব। ধন্যবাদ"
1834,happy,কে বলছে বাংলাদেশে নায্য বিচার নাই সালাম স্যার আপনকে
1835,happy,চাচাতো ভাইয়ের লাগেজ ভুলে অফলোড করার জন্য কি চাচতো ভাই কোন কম্পেনসেশান পেয়েছেন?
1836,happy,মি: ইউসুফ আপনি পৃথিবীর ভালো মানুষের একজন। এ ভাবেই থাকুন- বদলে যাবেন না। সুখি হবেন।
1837,happy,ধন্যবাদ কর্মকর্তা সাহেব কে এবংসেই সাথে এই ধারা গুলোকে চলমান দেখতে চাই ।
1838,happy,ভাই আপনার সেবা দেখলে কেন জানি চোখে জল এসে যায় নিজেও বুঝি না
1839,happy,কিছু ভাল মানুষ আছে দেখে দুনিয়া টা এখনো ভাল আছে।
1840,disgust,রোমহর্ষক এর পরিবর্তে লোমহর্ষক হবে।
1841,happy,"কিছুই বলার নাই স্যার, যাস্ট স্যালুট, আপনাদের দেখে আবারো মনে হয় দেশে ভালো মানুষ আছে 💜👌"
1842,happy,দেশে এই ধরনের বিচার থাকলে অনেক আগেই আমরা এগিয়ে যেতে পারতাম
1843,surprise,চট্রগ্রাম এয়ারপোর্ট এমন কোর্ট বা ম্যাজিষ্টেট আছে কী???
1844,disgust,আগে শুনতাম বিদেশে যেতে গিয়ে কয়েক বার ফ্লাইট ডেট চেইঞ্জ হয়। এখন বুঝতেছি কেন হয়
1845,sad,"ফ্লাই দুবাই প্রতারক না, প্রতারক হল এ দেশিয় এজেন্ট।!!"
1846,happy,"ভাই আর কি বলবো আপনাদের মতো আর কিছু। ভাই চাই, দেশটার জন্য।"
1847,happy,নির্বাহী ম্যাজিসেট্রট মুহাম্দ ইউসুফ কে আন্তরিক ধন্যবাদ ।
1848,happy,এই রকম ব্যবস্হা চট্টগ্রামেও চালু হোক
1849,happy,স্যার আপনাকে দেখার জন্য মনটা পাগল হয়ে আছে।
1850,happy,অন্তরের অন্তঃস্থল থেকে আপনাদের জন্য শুভকামনা!!!
1851,happy,এই পেজে আসলে আমার মন ভাল হঅঅইয়া যায় :)
1852,happy,"Magistrates ভাই এই বড় চোরদের ছবি দেওয়া যায় না ? সবকিছু বিবেচনায় নিয়ে দায়িত্বে অবহেলার কারণে প্রতিশ্রুত সেবা দিতে ব্যর্থ হওয়ায় ভোক্তা অধিকার আইনের আওতায় ফ্লাই দুবাইয়ের স্টেশন ম্যানেজার সেলিম মোবাশশের উদ্দীনকে ২ লাখ টাকা জরিমানা ও অনাদায়ে ৩ মাস বিনাশ্রম কারাদণ্ড, সিকিউরিটি ম্যানেজার গোলাম রাব্বিকে ২ লাখ টাকা জরিমানা ও অনাদায়ে ৩ মাস বিনাশ্রম কারাদণ্ড, ট্রাফিক অফিসার ফেরদৌস আহমেদকে ২ লাখ টাকা জরিমানা ও অনাদায়ে ৩ মাস বিনাশ্রম কারাদণ্ড এবং ট্রাফিক অফিসার আশিকুল ইসলামকে ৫০ হাজার টাকা জরিমানা ও অনাদায়ে এক মাসের কারাদণ্ডের নির্দেশ দেওয়া হয়। http://www.kalerkantho.com/online/Court/2016/04/14/347617#sthash.JUgwj2K8.1uPfb6Q2.dpuf"
1853,happy,ধন্যবাদ সংশ্লিষ্ট ম্যনেজারকে এ রকম একটি পদহ্মেপ নেয়ার জন্য
1854,angry,"স্যার,,,,,,এরা মানুষ না জানোয়ার।"
1855,happy,ভাই আপনাার জন্য আমি গর্বিত। আমার একবার কোলাকোলি করবেন ভাই?
1856,sad,ফ্লাই দুবাইর এইসব প্রতারনা নতুন কিছু না
1857,happy,"পেছনে একটা ঘড়ি আর হাতে টাকা, দেখতে ভালই লাগে। Keep it up brother"
1858,happy,"আপনাদেরকেই খুজছে দেশ। আল্লাহ্ আপনাদের মঙ্গল করুন, আমিন।"
1859,happy,রাব্বে কারীম আপনাকে উত্তম বিনিময় দান করুন। আমীন।
1860,happy,আলহামদুলিল্লাহ্‌।। আল্লাহ হেফাজত কর
1861,happy,প্রত্যেকটা সেক্টর এ যদি এমন দেখতাম!!!!
1862,sad,"ভাই প্রবলেম, বিদেশি ফ্লাইট পরিচালনাকারী কোম্পানিগুলোর নয়, তাদের বাংলাদেশী দুর্নীতিবাজ ও দেমাগি কর্মচারীরা। বহু আগে ডঃ মুহম্মদ জাফর ইকবালের স্ট্যাটাস থেকে এরা প্রবাসী শ্রমজীবী ভাইদের সাথে কেমন দুর্বৃত্তের মতো ব্যাবহার করে তার একটা নমুনা পড়েছিলাম, আর এখন নিজেই এসব লোমহর্ষক এসব ঘটনা পড়ে মাথা নষ্ট হওয়ার উপক্রম হয়েছে! বাঙালি আসলেই কিছুটা আস্কারা বা ক্ষমতার গন্ধ পেলেই আঁন্ধা আর উন্মাদ হই যায়।।"
1863,happy,গর্ব হয় ভাই আপনাদের নিয়ে
