,Status,Sentence
2066,disgust,ম্যাজিস্ট্রেট সাহেব ফাকি দিচ্ছেন। এতজন মানুষ চাচ্ছেন উনার ঘটনা উনি? বিস্তারিত জানলে অভিনন্দন কেমন জানাই?
2067,sad,"ভাইজান চোখের পানির মূল্য , আপনাদের মহান সেবার কিছুইনা। আপনাদের সহযোগিতা ছাড়া চাইবনা আমরা। প্লি....... জ....."
2068,fear,প্রতিদিনই অপেক্ষায় থাকি আপনাদের আরো একটা ভালো কাজের খবর পাব পেজ টায়. আল্লাহ আপনাদের সাহায্য করুক আপনারা দুনিয়া আখিরাতে সফল হউন।ভয় লাগে আপনাদের একটা বাজে ট্যাগ লাগিয়ে থামিয়ে দেয় দুষ্টের দল।
2069,happy,মাঝে মাঝে আপনাদের গালি আসে বাট অন্যায়ের বিরুদ্ধে আপনাদের স্টেপ গুলা দেখলে গালি গুলা দোয়ার মত বের keep it up sir
2070,happy,"কাঁদছেনন কাঁদছে বাংলাদেশ,প্রত্যেকটা সেক্টরে আপনাদের মত ম্যাজিস্ট্রেট আশায়।keep it up."
2071,happy,ইউসুফ স্যার দেশ আসলে আপনাকে সালাম আসব
2072,happy,যতদিন সাফায়েত রা স্বপ্ন সম্ভাবনার পিদিম জ্বলবেই।
2073,sad,কাদতে ইচ্ছা হয়েছিল. ..... ধারণা! কিন্ত চেপে গেছেন।
2074,sad,ছবিটা দেখার পরই চোখ টা ঝাপসা গেলো....!!!!!!
2075,sad,কারন পারিনি স্যার
2076,fear,ফোন একটা করুম নি
2077,happy,শুভকামনা রইল স্যার
2078,sad,দিনই একজন একজন এইভাবে থাকলে একদিন এয়ারপোর্ট টাই খেয়ে ফেলবে .....
2079,fear,চোর ধরছে ? :p :p :p
2080,sad,বুজতে পারলামনা হয়েছে
2081,sad,আবেগে কাইন্দাইলছে ;)
2082,fear,ঘটনা কি?
2083,happy,অভিনন্দন ।
2084,sad,সাফায়েত নামের মানুষদের আবেগ - বাণীতে সাফায়েত :P
2085,sad,"বলব ভাই, দোআ ছাড়া গরীবের নাই।আপনাদের একটু সহযোগিতা মরুর বুকে এক গ্লাস ঠান্ডা শীতল পানি।"
2086,surprise,"বাংলাদেশের দৃস্টান্ত। সাধারন মানুষ বিচার পায়। কোটে ,এয়ারপোটে!!!"
2087,happy,আহারে প্রবাসে কষ্ট দেশের অর্থনীতির চাকা সচল রাখে। হাসিমুখই সময় চাই।
2088,fear,"ভয় ভাই,কখন জানি আপনাদের দু'জনকে দু'জায়গায় বদলি দেয়"
2089,happy,"ঈদের জামাকাপড় পড়ে, ঈদের সেলামি হাতে, হাসি মুখে সবাই একসাথে ....(y) (y) (y)"
2090,happy,"ভাই আপনাদের সাফল্যয়ে আনন্দিত,,,, thanks for your tem"
2091,happy,ধন্যবাদ ভাই।।আল্লাহ্‌ আপনাদের সকলের মঙ্গল করুক।।।।এ ছাড়া দেবার নাই।।
2092,happy,"কতো সহজ মুখে হাসি ফোটানো! .... অগনিত প্রবাসীদের মুখে হাসি ফোটাচ্ছেন আপনারা, ধন্যবাদ দিয়ে ছোট করব না! আল্লাহ্ আপনাদের সুখে রাখুক!!"
2093,happy,হাসি ফিরতে পারে। শুভকামনা আপনাদের ধন্যবাদ।
2094,happy,আল্লাহ আপনাদের সকল কাজের উত্তম প্রতিদান দান করুন।
2095,happy,হিরোরা।
2096,happy,অস্যাধারন লেখনশৈলী।
2097,happy,"আপনাকে ধন্যবাদ ,ওদের রইল শুভ কামনা :"
2098,happy,ভালোবাসি বাংলাদেশ ভালোবাসি air ports magistrate.
2099,happy,শুভ কামনা... এক সাগর ভালবাসা।
2100,happy,দোয়া কোরট সম্মান রাখতে পারে।
2101,happy,"নিউজ আলোতে পড়লাম , হাজারো দুর্নীতির খবরের মাঝে খবর হীরার টুকরো তুল্য সু খবর!!"
2102,sad,বেশির ভাগ যাত্রী গন কম ভুল খেসারাত দেয়।
2103,happy,ধন্যবাদ আপনাদেরকে। বিপদগ্রস্থ মানুষ সাহায্য জন্য।
2104,sad,ধুর ভাই আপনাদের লেখাই ভালমত শেষ না। চোখ ভিজা যায়! চক্ষে সমস্যা আছে!
2105,happy,আপনারা সত্যি সত্যি ফেললেন? সত্যিই অভিভুত। ধন্যবাদ আপনাদের @all magistrate team
2106,happy,CRT tv টা
2107,disgust,সুরুতেই ফাযলামি
2108,happy,ধন্যবাদ
2109,disgust,হাসে ক্যারে ?
2110,happy,"দেশ, ধরণ সেবা অসম্ভব হত, যতই দেখছি ততই অবাক হচ্ছি। ধন্যবাদ,প্রশংসা নয়,নিশ্চয় আল্লাহ সম্মানিত করবেন। সালাম দোআ রহিল।"
2111,happy,"একটা সময় এসব অনিয়ম অার দূর্নীতির প্রতিকার চাইবার সুযোগ ছিলনা, অাপনারা এসেছেন, অামরা অাশায় বুক বাঁধলাম। কৃতজ্ঞতা প্রকাশ করছি।"
2112,happy,well-done :) আপনাদের কার্যক্রম সত্যি প্রসংশনীও।
2113,happy,ম্যাজিস্ট্রেটদেরকে ধন্যবাদ....
2114,happy,সবাইকে অনুরোধ করছি ম্যাজিস্ট্রেট ভাইদের উপযুক্ত সম্মান দিয়ে কথা বলবেন।
2115,angry,বিষয়টা আমাদের‌ ম্যাজিট্রেড সাবের যোগ্যতা/ সততা প্রশ্ন করেছিল। লে ঠেলা !!!
2116,happy,অন্তর দোআ রইল আপনাদের প্রতি।
2117,happy,খুবই খুশি আপনাদের কার্যকরী পদখেপে। আশা আপনারা চালিয়ে যাবেন।
2118,happy,এগিয়ে চলুন বীর দর্পে।
2119,happy,আপনারা সাহসী সন্তান।
2120,happy,আপনারাই প্রবাসী দের মুখে হাসি ফোটাতে
2121,happy,টিভি ঘড়ি পাওয়া গেছে! (ছবি)
2122,happy,SALUTE স্যার আপনাদের টিম । আল্লাহ্‌ আপনাদের দীর্ঘজীবী ।
2123,happy,"মত মহান ব্যক্তির সাথে জীবনে সাক্ষাত চায় ,যদি বাস্তবায়ন নিজেকে ধন্য হবে...আমার মানুষ রুপি ফেরেস্তা... :)"
2124,happy,"অস্থির ভাই আপনে ও। কমু আপ্নের ফ্যান হয়ে যাচ্ছি। very soon, u will be a celebrate....."
2125,happy,ত্বরিত ব্যবস্থা গ্রহণের Magistrates All Airport of Bangladesh ধন্যবাদ।
2126,happy,"ভালো লাগলো আপনাদের কার্যক্রম দেখে। ২০১৫ সালে ফ্লাইট মিস করেছিলাম অভার বুকিং কারনে। jet Airways এরকম করে। ধন্যবাদ Magistrate,All Airport of Bangladesh."
2127,fear,"যেভাবে ফাটাকেষ্টর মত যাচ্চেন ,,, উদ্ধত্বন কর্তৃৃপক্ষ নজরে পড়লে বেশী ঠিকবেননা হইতেচে >>"
2128,angry,"রিজেন্ট তোর কপালে আরো শনি আসুক দোয়া করি, মালিন্দ তে যামু তাউ তুই ভাগ"
2129,happy,আসলে দুনিয়াতে ভাল মাণুষ আছেবলে আজো দুনিয়াই পমান এয়ারপোটের কয়েকজন সত magistrate দোয়াকরি আল্লাযেন ভাল রাখেন
2130,happy,খুশি হলাম কারন রিজেন্ট এয়ার সাথেও খারাপ আচরন করেছিল।ধন্যবাদ প্রিয় @magistrate
2131,happy,ধন্যবাদ দেব ভাষা বলবো আল্লাহ আপনাকে রহমত দিবেন।
2132,disgust,রিজেন্ট সময় নষ্ট
2133,angry,লোক টা মিথ্যা অভিযোগ ভুল ভাগছে ? স্যার
2134,angry,লোক টা মিথ্যা অভিযোগ ভুল ভাগছে ? স্যার
2135,happy,"যাক, প্রমান আইন সমান।"
2136,happy,মত মানুষ বাংলাদেশের প্রতিটা সরকারি ডিপার্টমেন্ট দরকার
2137,surprise,"কেমতে করলেন, কক্ষন করলেন, কিছুইতো জানাইলেন"
2138,fear,আপনাদের এখান সরায়ে ফেলে ভয়ে আছি।
2139,happy,গ্রেট গ্রেট গ্রেট।।। ধন্যবাদ ভাই।।।
2140,happy,ভালো লাগলো. ধন্যবাদ
2141,surprise,বাংলাদেশর ইতিহাসে এইবার তারাতারি কনু বিষয়ে একশন
2142,fear,আপনাদের নিয়মিত পোস্ট কার্যকর্ম সত্যিই ভালো লাগছে। ভয় লাগছে কিছুদিন উপরের চাপে আপনাদের বাতি নিবে যায় কিনা ?
2143,happy,"শত্রু নই, কেবল অপকর্মের প্রতিকার চাই... great job... really great"
2144,happy,আপনাদেরকে ধন্যবাদ। বিমান সংস্হা গুলো এরকম সাজা দেয়ার বাংলাদেশ এয়ারপোর্ট মানুষের বাজে ধারনা কিছুটা লাগব হবে।
2145,happy,"দেশের কেন্দ্রীয় আইন,বিচার শাসন বিভাগে আপনাদের মত দেশপ্রেমিকের অতিব প্রয়োজন,"
2146,happy,"শেষ তাইলে অভিযোগের সত্যতা খুঁজে পাওয়া গেলো এরই জরিমানাও ফেললেন। গুড ইনিশিয়েটিভ ব্রাদার... সাথে আছি, চালিয়ে যান।"
2147,happy,এইভাবে action চালিয়ে জান। প্রবাসীরা সাথে আছি ধন্যবাদ
2148,fear,"ভাই, এইভাবে জরিমানা দুইদিন ব্যবসা গুটিয়ে দৌড় লাগাই আবার::::!!!! :)"
2149,happy,"ভেরি গুড, থেংকু স্যার"
2150,happy,সাব্বাস.. ক্যারি অন...! :)
2151,surprise,গতকালের একজনের অভিযোগ দেখসিলাম; তাড়াতাড়ি ব্যবস্থা নেয়া ভাবি নাই।
2152,happy,গতকালের ভদ্র লোকটি কোথায় অসম্ভব সুন্দর স্টাটাস প্রসব ??
2153,happy,"যাও এগিয়ে তোমরা,আমরা আছি সবসময় তোমাদের পাশে। ইনশা আল্লাহ্‌....."
2154,happy,আপনাকে ধন্যবাদ।আপনি অভিযোগ কাজটি হতনা
2155,angry,কথায় কথায় জরিমানা কোম্পানি ব্যাবসা কিভাবে?
2156,angry,"কথা তিন লাখ তিন টাকা না। বলসি পান চুন খসলে জরিমানা করা,এটা বন্ধ হবে।"
2157,disgust,ব্যবসা নিষেধ নাই। প্রোপার সার্ভিস পারলে নইলে দৌড়ের উপরে...
2158,angry,এতো জরিমানা বিমান কোম্পানি গুলো ব্যাবসা পারবে কিভাবে??
2159,disgust,খায়া ভাই! :D
2160,angry,রিজেন্ট সাভিস অবস্থা খুবই খারাপ ফ্লাইট মিস লাগেস মিসিং মগের মূলক
2161,happy,ধন্যবাদ
2162,happy,দারুণ হয়েছে (y)
2163,happy,মারহাবা মারহাবা
2164,happy,সাব্বাস...
2165,fear,রিজেন্ট সিংগাপুর ডেইলি লাগেজ আসে না। উপায় ??????
2166,happy,"ধন্যবাদ, দেশকে আশাবাদী হচ্ছি :)"
2167,happy,"দারুণ দারুণ,"
2168,disgust,যাত্রী হয়রানি মোটেও কাম্য
2169,happy,"ধন্যবাদ,অনেক ভালো হয়ছে।"
2170,disgust,আবারো show time🙌👍👍
2171,happy,প্রত্যেকে সাড়ে ১২ টাকা পেয়েছে।জরিমানার ২৫%।
2172,happy,"স্যালুট ইউ স্যার """
2173,happy,"সাবাশ (y) #আল্লাহ আপনাদের সহায় হোন, আমিন।"
2174,happy,বাঁশ বাঁশ বাঁশ খুশি লাগে কেরে ভাইজান।
2175,happy,ভাল
2176,happy,স্যালুট স্যার
2177,happy,"Thank You Sir.আপনার মত মানসিকতা হক সবার,এমনকি আমারও...."
2178,disgust,মাথা ঘুড়ছে ভরতিয় ইংরেজির ঠেলায়........
2179,angry,প্রত্যেক এয়ার পোর্ট কাস্টমস অফিসার কর্মচারী corrupted.
2180,surprise,সত্যি টিভিটা অবাক হইছি :p
2181,surprise,Ibn Ahmed আরে TVবদলাইলো কবে!!!!!!!!!!!!!
2182,angry,বদলায় মানে? কানা মুরাদ পাইছেন :-D :-D
2183,disgust,বুজলাম ? ঘড়ি / টেলিভিশন মানে ?
2184,happy,চোরদের ছবি এক জাগায় তুল্লে ভাল দেখাবে বাই ডিফল্ট্
2185,disgust,এয়ারপোর্টে চোরের কারখানা ???? একটা ........... বলবো ঐতিহাসিক চোরের কারখানার বাংলাদেশ
2186,disgust,"একটা ব্যাপার খেয়াল করেন, লোভ পর্যায়ে এতো অ্যারেস্টের পরও চুরি চালিয়েই যাচ্ছে।"
2187,happy,"Shaikh Moksedul Rahman, আপনাকেও অভিনন্দন।"
2188,disgust,"Numan ভাই, আপনিই বলেন, কোথায় যাইবো আঁতেলদিগকে লইয়া।😐"
2189,angry,ফিরিয়ে আগের ঘড়ি টিভি 😢😢😢
2190,disgust,"Ali Ahmed গ্রামার + ইংলিশে বুঝাইলেন কারো বাপেরও সাধ্য নাউ বুঝার। সবকিছু ধরলামনা যাস্ট একটা কথা জিজ্ঞাসা করবো, Acknowledgement মিনিং জানেন??"
2191,sad,"ঘরি টিভির জোকটা বুঝেনাই হয়তো পেইজে আসছে, সিরিয়াসলি যেতনা"
2192,sad,দেয়ালঘড়ি মনিটর জোক বুঝেননি - ১ মিনিট নিরবতা! :v
2193,disgust,আপনেতো ভাই খ্রাপ! নিরবতার কথা ভ্যাক ভ্যাক হাসছেন। 😐
2194,angry,আল্লাহ রে বাংলিশ ভাষা দেখার মরণ দিলিনা ক্যা :v
2195,disgust,"ফান বুঝলে জীবনটা ১২ আনাই মিছা""!!"
2196,disgust,"বাংলাদেশী মানুষ আমরা, বাংলাতেই ভাব প্রকাশ করব।ইংরেজী জানি ফলাব কেন?"
2197,angry,"অন্যায়। মানিনা বিচার। 😐। আগের ঘড়ি, টেলিভিশন কোথায়!!!😂😂"
2198,happy,"বেনজির পেলাম,গতকাল পেয়েছি আবু সাইদ । বেনজির,সাইদ দরকার সৎ মানুষের পাল্লা ভারী হওয়ার । অভিনন্দন মিঃ বেনজিরকে ।"
2199,happy,"একটা সময় বিদেশ দেশে যাওয়ার সময় চিন্তায় থাকতাম নাজানি ধরনের হয়রানির স্বীকার হয়, কার পাল্লায় পড়ে জানি খোয়াতে! চিন্তা করিই কমজানা প্রবাসী ভাইয়েরা তাদেরও উৎসাহ দেই ""এখন হয়রানির ভয় নাই, শ্রদ্ধেয় ম্যাজিস্ট্রেট স্যাররা আছেন! যেকোনো সমস্যার তাৎক্ষণিক সমাধান ইন শা আল্লাহ্‌ "" আশা ধারা অব্যাহত থাকবে! আপনাদের অন্যদেরও চোঁখ কান খুলবে! তারাও পকেট ভরার চিন্তা জনগণের নিরাপত্তার কথা ভাববে!! স্যালুট টু এভরিওয়ান (Y)"
2200,happy,দারুণ
2201,happy,আমিও একমত
2202,happy,বেশী সিসি ক্যামেরা লাগিয়ে বিমান বন্দরের জায়গায় বড় বড় টিভিতে জনগনের দেখার প্রদর্শন এমনিতেই বন্ধ হয়ে ।
2203,fear,"দাও ফিরিয়ে অরণ্য, লও হে নগর। আগের ঘড়ি টিভিটা স্যার? অস্থির হয়ে যাচ্ছি।"
2204,disgust,"একজনের শাস্তি বাকিদের সাবধান হবার কথা, এরাতো বেপরোয়াই রয়ে গেলো। প্রতিদিন পরছে।"
2205,happy,আলহামদু লিল্লাহ্ । আজীবন কারাদণ্ড খশি হতাম । সেইসাথে চাবুক । ওনার অবৈধ সম্পদের হিসাব প্রায়োজন । punishment দেখেও হুস । চামড়া কতো মোটা । ধন্যবাদ আপনাকে সন্মানিত ম্যজিষ্টেট সাহেব ।
2206,happy,মানুষ চাইলে বাস্তব প্রমাণ । আপনাদের জন্যে বিমান বন্দরে শান্তি আসলে।
2207,happy,"বদলের অপেক্ষায়... চমত্‌কার বলেছেন! খারাপ চক্র দুনিয়ার বিমানবন্দরেই আছে, হয়ত নিরভিগ্নে চুরি অনায়াসে পার পেয়ে যেত, বদলাচ্ছে......! ভালো লাগলো জেনে.... প্লিজ কিপ ইট আপ!"
2208,angry,জেল জরিমানা লাব ! রাস্তায় দাড করীয়ে জুতাপীটা কীচু টা ...দেশের উপকার হতো ।
2209,happy,"বদল হবেই ইন্সাল্লাহ ! আল্লাহ আপনাদের শ্রম কবুল করুন, উত্তম প্রতিদান দান করুক , আমীন !"
2210,fear,"স্যালুট, আপনাদের সবাইকে। সাথে অজানা ভয়! জানিনা, কতদিন আপনারা এভাবে আজরাইল হয়ে দমন পারবেন!! আপনাদের পোস্ট আপডেট জন্য। পোস্ট এলেই এক অজানা আশংকায় থাকি। সাবধানে থাকবেন, ভালো থাকবেন। আল্লাহ্‌ আপনাদের হেফাজত করুন।"
2211,happy,সৎ বলিষ্ঠ ব্যক্তি সুধরে দিচ্ছেন লাগেস চুড়াদের। ধন্যবাদ বেনজির ভাইকে ।
2212,disgust,বদলের এসেছে কান পেতে শোন ! ভাল মানুষ সম্মান পায় চুরি পায় টাকা । কোনটা অমূল্য ?
2213,happy,"সিরিয়াসলি চোর গুনে শেষ না, well done Dhaka airport magistrates, we are proud of you 💐"
2214,happy,ইচ্ছে আপনাদের অফিসারদের প্রতিদিন ভালো কাজের পুরস্কৃত সাধ্য নেই। সরকার বাহাদুরের নিকট আবেদন দূর্নীতিবাজ ঘোষখোরদের নিকট অবৈধ টাকা উদ্ধার সৎ অফিসারদের পেছনে ব্যায় হোক।
2215,happy,যাক বিমানবন্দরে এতটুকু নিশ্চয়তা বিপদে পরলে একজন যাবে। নাম্বারটা একটু দিলে মিলিয়ে নিতাম আরকি....
2216,angry,"মাসআল্লাহ, সুবহানাল্লাহ,আলহামদুলিল্লাহ,ওরে জেলখানায় নিয়া কয়েদিরা পিছনের রাস্তা দিয়া মাল ছাড়ে, মাল উঠানোর মহান (শুধু তিনার মহান) দায়িত্বটা দেয়া হোক।"
2217,sad,ভাই স্ট্যাটাস বেশী না। আগের মত আপসোস থাকবে!
2218,fear,স্যার আপনাকে চিন্তিত আছি ।কখন জানি আপনাকে একটা ফেলে ।আপনি একটু সাবধানে চলাফেরা ।কারন এয়ারপোর্টের বেশিরভাগ লোকই অপরাধে জরিত ।আর যেভাবে ধোলাই করতেছন ।তারা চাইবে আপনাকে এখান সরিয়ে ফেলতে ।অতএব সাবধানে ।
2219,angry,প্রতিদিন দেখছি। এসব বন্ধ কবে??? যোগ্য লোক নিয়োগ দিলে। বিমান বন্দর লোক জেলে পাঠালেও অপরাধ কমবে না।
2220,happy,"হোক... বদলের অপেক্ষায়ে ...... পারব ,আমাদেরকে পারতে হবেই...মহান সৃষ্টিকর্তা আপনাদের সহায়ে হন। আপনাদের সুস্বাস্থ্য কামনায়ে..."
2221,happy,"বিমানবন্দরের প্রতিটি জায়গায় আপনাদের মতো,বেনজিরদের সাইদদের সৎ নিষ্ঠাবান ন্যায়পরায়ন লোক চাই।"
2222,happy,অফিসার দের জাতীয় পুরস্কার উচিত.বাংলাদেশ বিমান বন্দর যতগুলো বিমানবন্দরের মাঝে আযাব বিমানবন্দর .
2223,happy,"কালকেই বলছিলাম পরিবর্তন ইনশাআল্লাহ,হতেই হবে। ভবিষ্যত অন্ধকার ৷"
2224,happy,"ম‌নে হ‌চ্ছে বাংলা‌দেশ বিমান বন্দ‌রে সূর্য উঠ‌তে যা‌চ্ছে, ধন্যবাদ সবাই‌কে, এভা‌বে য‌দি পু‌রো দেশটা‌কে প‌রিশুদ্ব যেত তাহ‌লে আমা‌দের মু‌ক্তি যুদ্ব সার্থ্বক হ‌তো ।"
2225,fear,"আগের ঘড়ি, টেলিভিশন,আলমারি চাই চাই।ভাইজান একটু car parking নজর চাই,ওখানে বাটপার আনেক।"
2226,sad,পৃথিবীতে সবচেয়ে ধোকা খায়। নিঃসন্দেহে মানুষেকে অন্ধের মত বিশ্বাস যায়.............................................!!!!
2227,happy,"আপনারা দেখি আদাজল খেয়ে নেমেছেন, ধরছেন পুরষ্কৃত শান্তি পাইতাম।"
2228,disgust,"আসলে সমস্যা গোড়ায় ,আগায় ছাঁটেন লাভ ,যেমন একজন কর্মী চাকরি নেয় ,তখন বড় অংকের ঘোষ নেয় ,সেই সংস্থারই নিয়োগ দাতা ,তখন কর্মী ,তখন বাধ্য হয়েই ভিন্ন পথ অবলম্বন চুরি দুর্নীতি ,তার ঘোষের টাকা কামানো দরকার কমাতে পারলেই বলবো স্যার গোড়ায় হাত আগায় ঘোষ চাকরি দেওয়াই ,চুরি সুযোগ ?"
2229,sad,অপরাধী ব্যক্তিকে কাষ্টম সরকার হয়েছে। বুঝা যায় অপরাধী ব্যক্তি কাষ্টমস ডিপা:-এর লোক। আসলে সঠিক নয়। কাষ্টম সরকার এন্ড এফ এজেন্ট( ক্লিয়ারিং এন্ড ফরওয়াডিং এজেন্ট) নিয়োগকৃত করমচারী। এন্ড এফ এজেন্ট কাষ্টম ডিপা: কতৃক প্রদত্ত লাইসেন্সধারী ব্যবসায়ী প্রতিষ্ঠান।
2230,happy,একটা রিকুয়েস্ট :'( নেক্সট টাইমে চোর ধরলে ব্যাকগ্রাউন্ডে প্লিজ টিভি ঘড়িটা রাখবেন :'( তাছাড়া বস বস ফিল আসে :'(
2231,disgust,পুরাইন্ন্যা টিভিটা কই? -_- বেইচ্চালাইছেন? -_- কারে বেচছেন? -_- কবেত্তে ঐডা টার্গেটে রাখছি :'( ঘড়িটাও টার্গেটে থুইয়া দিছিলাম :'(
2232,happy,আপনাদের বিপ্লবে কিছুটা আলোর মুখ পাচ্ছি। অকুতোভয়ে এগিয়ে যান।
2233,disgust,মত মানুষের চোরের জণ্য বাংলাদের এয়ারপোটের নিরাপত্তার দায়িত্ব ব্রিটিস কম্পানিকে দিতেহচ্ছে
2234,happy,"শুরু!!!!! সাইদ, বেনজীর...... দিয়েই চলুক লাস্ট দুর্নীতিবাজ পর্যন্ত।"
2235,fear,স্যার ভয় হইতাছে কম্বলের লোম বাচতে বাচতে কম্বল খুজে পাবেন তো?
2236,happy,"এখান বদলের ,bravo"
2237,happy,চোর ধরতে সাহায্য ছবি প্রকাশ সন্মান প্রদর্শন হোক।
2238,fear,"সুপাই লাইক!! কার্গোতে মাল আসলেই ভয়ে থাকি, কয়টা ল্যাপটপ চুরি হয়!"
2239,disgust,বিখ্যাত ঘড়ি টেলিভিশন ছাড়া আপনাদের পোস্ট মানায়না ভাই.... ;)
2240,angry,চোর কোনটা বুজব কিভাবে? গুলাত বাবু হয়ে দাড়িয়ে আছে.
2241,happy,স্যার ছবিতে আসামি বুঝা যাচ্ছেনা। অসংখ্য ধন্যবাদ সততার জন্য।
2242,happy,আসলাম thank you
2243,happy,"দিগন্তের সূচনা,,,,, অভিনন্দন শুভ কামনা আপনাদের স্যার,,,,"
2244,happy,বদলের অপেক্ষায়........স্যালুট!
2245,happy,বদলের অপেক্ষায়...
2246,happy,পরিবর্তন কেডিট ভাই
2247,disgust,চোর মাঝ খানের ২ জন?
2248,angry,রেড সার্কেল দিলে কালপ্রিট বুঝা যেত।
2249,happy,"এইবার তাইলে ঘড়ি টিভি টা চেঞ্চ হইছে স্যার,"
2250,happy,বদলের দিনের অপেক্ষায় ...
2251,happy,ভালো মানুষ থাকলে লাগেনা স্যালুট আপনাকে
2252,happy,সুদিন অপেক্ষা করতেছে
2253,angry,বিমানের বর্তমান লোক দিয়ে বদল !!!!
2254,happy,"সময় একদিন আসেন, বড্ড ইচ্ছে আপনাকে"
2255,disgust,"ভাই, চোর কে, তো বুজা যাই না...।।"
2256,sad,ভাই plz রিয়াদেরবাংলাদেশ বিমানের একটু খিয়াল করুন
2257,happy,আপনাদের বদৌলতে এভাবেই বদলাবে দিন......স্যালুট আপনাদের
2258,disgust,স্যার ভদ্র চোরের দন্ড ১বছরের । ৩৬৫দিনে বছর ৩০দিনে বছর।
2259,happy,হবে। এক এক হবে।
2260,happy,অসৎ মানুষকে তিরস্কার সৎ মানুষকে পুরষ্কার তবেইতো আসবে বদলের !!!
2261,happy,বদলের দিনের অপেক্ষায় আমরাও আছি.....
2262,angry,চাকুরী বরখাস্ত
2263,happy,বদলের দিনের অপেক্ষায় ...
2264,happy,ভাল চাই।
2265,fear,ভাল ভাই কন্টিনিও জেন দিক খেয়য়াল রাখতে
2266,happy,"বুঝে কথা বলে, বুঝে এক কথা উনাদেরকে উৎসাহ িদন."
2267,happy,"রুমের পরির্বতন পাচ্ছি,,,,!!!!😒"
2268,happy,ভাইয়া চোর কোনটা বুঝাই না। একটু লাল গোল দাগ দিয়ে দিতেন। :D :F
2269,happy,বদলের অপেক্ষায় 😃😃😃
2270,happy,ভাই যাত্রি দের আপনাদের সাথে যোগাযগের উদ্দগ নিয়েছেন? প্রচুর প্রচার দরকার
2271,happy,""" বদলের দিনের অপেক্ষায় """""""""""" আছি ভাই"
2272,happy,জয় আপনাদেরই ...ইনশা আল্লাহ
2273,happy,অভিনন্দন । গর্ব হছেচ যুদ্ধটা বৃথা যায়নি।
2274,disgust,বেছে বেছে চোর দের চাকরি দেয় চাকরি পেলে চোর হয়ে যায়? আপ্নারা প্রতিদিন ধরতেসেন ভয় ডর ! মানে শাস্তির পরিমাণ বাড়াতে হবে।
2275,happy,আস্তে আস্তে ভরসার জায়গা তৈরি হচ্ছে। স্যার এগিয়ে আপন মহিমায়।
2276,happy,"আশা করি, সাইদ বেনজীর সাহেবের পথে বাকী সিকিউরিটি টীম হাটবে"
2277,sad,স্যার..! চোর গুলো চাকরি পায় কেমনে..?? :( :(
2278,happy,"স্যার, পিছনে টেলিভিশন যায়"
2279,happy,স্যার টিভির অভিনন্দন। :)
2280,happy,"কইছিলাম মাম্মা! ইটস ওয়ার্কিং! বেনজীর মাম্মায় আরেকটা নজীর সৃষ্টি করল, সেলাম তারে।"
2281,angry,ডেইলি চুরি শালারপুতেরা। শ্যাম্পু শাবান লোসন দুইট মোবাইলফোন শুদ্ধা ব্যাগ গায়েব। কুতারবাচ্চাগুলোরে ১বছর ১০০বছর জেলে উচিৎ।
2282,happy,"দেশটা - দায়িত্ব আপনা । স্যালুট জনাব বেনজির সাহেব, বিমানের সকল সিকিউরিটিকে । প্রতিবাদ ।।"
2283,angry,"টিভি কই আমগোডা? টিভির কাপ্পারা দেওয়ন লাইগবো, নইলে নষ্ট হইয়া যাইবো কইলাম"
2284,happy,দেশের প্রতিটা চাই। এভাবে লেজিসলেটিভ পাওয়ার এমপোজ দূর্নীতি পালানোরও পথ পাবে না...
2285,disgust,খুবি অসস্তিকর বিমান বন্দরে চোর আছে:-( Once upon a time ভাবতাম খালি সুন্দরী বিমালবালা বিমান বন্দরে:-)
2286,disgust,গেট আপ চেন্জ????? হোয়াই? কোথায় ঐতিহাসিক ঘড়ি ভি? তলে তলে আপনাদের কর্মোদ্যম চেন্জ হবে??????
2287,angry,"চোর ইয়ারপোটের ভিতর,, ভাই মানি হয়। পশাসন আরো কঠোর হবে।"
2288,disgust,চোর পুরা বাংলাদেশ খায়না খায় এয়ারপোর্ট এ...কিন্তু প্রশাসন জানে prevention is better than cure...
2289,angry,আপনারা চোর ধরেন তবুও দমন পারতেছেন না?? কলম চুরি করুক বিমান চুরি করুক কঠোর শাস্তি ইনশাল্লাহ সোজা হয়ে যাবে।
2290,disgust,"প্রতিদিন এতো লোক খাচ্ছে, চাকরি যাচ্ছে, জরিমানা হচ্ছে, সম্মান চুরি থেমে নেই। এয়ারপোর্ট তাইলে চোর :o"
2291,angry,"বস, জেল জরিমানার সাথে ২জনরে দুইটা ডিম ট্রিটমেন্ট দিলে আরো ভালো হইত।"
2292,disgust,আগের টিভি টা কই? :'(
2293,happy,অপরাধী‌দের যে‌কোন এক‌টি চিহ্ন (‌গোল/‌টিক) দি‌য়ে চি‌‌ন্নিত ক‌রে স্যার।
2294,happy,এভাবেই এগিয়ে প্রিয় দেশ।
2295,happy,আসামী চিণ্হিত দিলে ভালো না।
2296,happy,সাব্বাস বেঞ্জির ভাই
2297,happy,টিভি -নতুন ঘড়ি :v
2298,happy,ধন্যবাদ
2299,happy,"আজকে রুম, ঘড়ি, টিভিও চেইন্জ...... পরিবর্তনের হাওয়া লাগছেরে......"
2300,happy,উনার রুম Change হইসে।
